ticker,side,entry_c,fair_for_side,spread_c,baseline_c,mfe_c,mae_c,mfe_at_s,mae_at_s,final_bid_c,settled_yes,btc_dist_pct,closed_full,closed_half,closed_min,directional
KXBTC15M-26APR141400-00,no,47,56,9,51,47,0,0,660,0,1,0.0493,0,0,0,0
KXBTC15M-26APR141330-30,no,42,61,17,58,100,7,720,420,100,0,0.0836,1,1,1,1
KXBTC15M-26APR141315-15,no,29,44,15,68,30,0,60,600,0,1,0.0472,0,0,0,1
KXBTC15M-26APR141245-45,no,57,63,5,43,89,44,240,420,80,0,0.1027,1,1,1,1
KXBTC15M-26APR141230-30,no,60,67,7,39,100,59,720,0,100,0,0.1263,1,1,1,1
KXBTC15M-26APR141215-15,yes,61,80,19,61,99,61,0,0,99,1,0.0905,1,1,1,1
KXBTC15M-26APR141200-00,yes,45,61,16,49,99,45,540,0,99,1,0.0875,1,1,1,1
KXBTC15M-26APR141145-45,no,26,41,15,67,26,0,0,540,0,1,0.1042,0,0,0,0
KXBTC15M-26APR141130-30,no,53,62,8,47,53,0,0,720,0,1,0.1347,0,0,0,0
KXBTC15M-26APR141115-15,yes,37,46,1,37,47,0,60,660,0,0,0.0479,1,1,1,1
KXBTC15M-26APR141045-45,no,24,55,31,72,100,23,600,0,100,0,0.0482,1,1,1,1
KXBTC15M-26APR141030-30,no,53,61,2,47,58,0,0,600,0,1,0.1113,0,1,0,1
KXBTC15M-26APR141015-15,no,51,63,12,46,73,2,420,720,2,1,0.1093,1,1,1,1
KXBTC15M-26APR141000-00,yes,61,70,6,61,100,38,660,180,100,1,0.1473,1,1,1,1
KXBTC15M-26APR140945-45,yes,52,67,11,52,100,52,540,0,100,1,0.0799,1,1,1,1
KXBTC15M-26APR140930-30,yes,48,60,12,51,100,48,660,0,100,1,0.0365,1,1,1,1
KXBTC15M-26APR140915-15,yes,63,80,1,63,100,63,660,0,100,1,0.1273,1,1,1,1
KXBTC15M-26APR140900-00,yes,51,69,4,51,100,51,600,0,100,1,0.0656,1,1,1,1
KXBTC15M-26APR140845-45,yes,66,78,1,66,98,60,540,300,98,1,0.1185,1,1,1,1
KXBTC15M-26APR140830-30,yes,69,82,7,69,84,9,60,720,9,0,0.1236,1,1,1,1
KXBTC15M-26APR140815-15,no,67,75,4,33,100,35,720,540,100,0,0.0867,1,1,1,1
KXBTC15M-26APR140800-00,no,62,77,15,38,62,0,0,720,0,1,0.0828,0,0,0,0
KXBTC15M-26APR140730-30,no,38,55,17,62,77,19,720,660,77,0,0.0164,1,1,1,1
KXBTC15M-26APR140715-15,no,53,65,12,46,53,2,0,720,2,1,0.0453,0,0,0,0
KXBTC15M-26APR140700-00,no,48,67,19,49,53,2,480,720,2,1,0.0513,0,0,0,1
KXBTC15M-26APR140645-45,no,37,67,28,63,100,33,660,360,100,0,0.0616,1,1,1,1
KXBTC15M-26APR140630-30,no,49,74,22,51,62,0,120,720,0,1,0.0833,0,1,1,1
KXBTC15M-26APR140615-15,no,59,69,10,38,71,15,120,660,20,1,0.0744,1,1,1,1
KXBTC15M-26APR140600-00,no,55,70,15,43,93,53,480,660,92,0,0.1048,1,1,1,1
KXBTC15M-26APR140530-30,no,39,64,25,58,99,38,480,0,98,0,0.0700,1,1,1,1
KXBTC15M-26APR140515-15,no,46,73,22,54,81,3,120,600,3,1,0.1140,1,1,1,1
KXBTC15M-26APR140500-00,yes,42,61,16,42,100,42,540,0,100,1,0.0391,1,1,1,1
KXBTC15M-26APR140445-45,yes,76,92,4,76,98,76,300,0,98,1,0.1453,1,1,1,1
KXBTC15M-26APR140430-30,no,49,66,10,51,73,3,480,720,3,1,0.0503,1,1,1,1
KXBTC15M-26APR140415-15,no,46,53,5,54,63,11,120,660,29,1,0.0165,1,1,1,1
KXBTC15M-26APR140400-00,no,55,61,3,45,61,11,120,720,11,1,0.0737,1,1,0,1
KXBTC15M-26APR140345-45,yes,25,38,13,32,25,0,0,660,0,0,0.0793,0,0,0,0
KXBTC15M-26APR140330-30,no,65,92,6,35,100,65,60,0,100,0,0.1451,1,1,1,1
KXBTC15M-26APR140315-15,yes,23,38,15,31,100,23,660,0,100,1,0.0512,1,1,1,1
KXBTC15M-26APR140300-00,no,47,67,19,53,47,0,0,480,0,1,0.0646,0,0,0,0
KXBTC15M-26APR140245-45,no,66,85,19,31,72,22,120,720,22,0,0.1427,0,0,0,1
KXBTC15M-26APR140230-30,no,56,64,5,44,58,0,0,540,0,1,0.0499,0,0,0,1
KXBTC15M-26APR140215-15,no,12,28,16,85,12,0,0,540,0,1,0.0807,0,0,0,0
KXBTC15M-26APR140200-00,no,52,66,12,48,100,52,660,0,100,0,0.0489,1,1,1,1
KXBTC15M-26APR140145-45,no,59,85,15,41,99,46,600,180,99,0,0.1021,1,1,1,1
KXBTC15M-26APR140130-30,yes,41,56,13,41,71,5,240,660,8,0,0.0120,1,1,1,1
KXBTC15M-26APR140115-15,no,65,83,14,35,96,65,720,0,96,0,0.0888,1,1,1,1
KXBTC15M-26APR140100-00,yes,54,61,4,54,75,20,660,720,20,1,0.0251,1,1,1,1
KXBTC15M-26APR140045-45,no,63,71,2,37,100,57,660,60,100,0,0.0684,1,1,1,1
KXBTC15M-26APR140030-30,no,48,62,13,52,53,3,60,720,3,1,0.0384,0,0,0,1
KXBTC15M-26APR140015-15,no,66,81,10,34,92,33,600,420,85,1,0.1010,1,1,1,1
KXBTC15M-26APR140000-00,no,68,79,9,32,99,59,720,60,99,0,0.1133,1,1,1,1
KXBTC15M-26APR132345-45,no,19,61,42,70,19,0,0,600,0,1,0.0368,0,0,0,0
KXBTC15M-26APR132330-30,no,61,82,20,39,100,55,660,180,100,0,0.1343,1,1,1,1
KXBTC15M-26APR132315-15,no,63,68,3,37,64,0,0,720,0,1,0.0809,0,0,0,1
KXBTC15M-26APR132300-00,no,54,79,25,38,100,48,600,60,100,0,0.1233,1,1,1,1
KXBTC15M-26APR132245-45,no,66,80,14,34,92,35,300,540,66,1,0.1294,1,1,1,1
KXBTC15M-26APR132230-30,yes,47,58,3,47,80,4,240,720,4,0,0.0319,1,1,1,1
KXBTC15M-26APR132215-15,no,52,60,8,46,52,1,0,720,1,1,0.0430,0,0,0,0
KXBTC15M-26APR132200-00,no,32,43,11,67,41,1,120,720,1,1,0.0335,0,1,1,1
KXBTC15M-26APR132145-45,no,51,74,23,46,74,5,360,720,5,1,0.1268,1,1,1,1
KXBTC15M-26APR132130-30,no,56,65,6,44,58,1,0,720,1,1,0.0786,0,0,0,1
KXBTC15M-26APR132115-15,no,64,73,4,36,68,0,0,720,0,1,0.1187,0,1,0,1
KXBTC15M-26APR132045-45,no,49,68,11,51,66,0,120,660,0,1,0.1116,0,1,1,1
KXBTC15M-26APR132030-30,no,22,42,20,67,100,21,600,0,100,0,0.0592,1,1,1,1
KXBTC15M-26APR132015-15,no,50,64,8,50,100,50,480,0,100,0,0.1119,1,1,1,1
KXBTC15M-26APR132000-00,no,52,64,6,48,100,42,720,60,100,0,0.1318,1,1,1,1
KXBTC15M-26APR131930-30,no,50,55,0,50,81,9,720,600,81,1,0.0406,1,1,1,1
KXBTC15M-26APR131915-15,yes,30,42,12,30,100,30,600,0,100,1,0.1031,1,1,1,1
KXBTC15M-26APR131900-00,yes,47,56,6,47,100,47,540,0,100,1,0.0802,1,1,1,1
KXBTC15M-26APR131845-45,no,25,45,16,75,55,1,180,420,1,1,0.0509,1,1,1,1
KXBTC15M-26APR131800-00,no,63,74,11,36,98,42,720,180,98,0,0.1135,1,1,1,1
KXBTC15M-26APR131745-45,no,49,69,13,51,55,0,0,600,0,1,0.0822,0,1,0,1
KXBTC15M-26APR131730-30,no,47,59,9,53,100,47,660,0,100,0,0.0364,1,1,1,1
KXBTC15M-26APR131715-15,no,61,71,10,39,75,0,180,660,0,1,0.1059,1,1,1,1
KXBTC15M-26APR131700-00,no,42,56,14,49,98,41,720,0,98,0,0.0354,1,1,1,1
KXBTC15M-26APR131645-45,no,49,58,5,51,52,0,0,720,0,1,0.0501,0,0,0,1
KXBTC15M-26APR131630-30,no,56,63,3,44,98,44,660,60,98,0,0.0955,1,1,1,1
KXBTC15M-26APR131615-15,no,51,65,5,49,100,47,660,300,100,0,0.1085,1,1,1,1
KXBTC15M-26APR131515-15,no,55,68,13,43,100,54,720,0,100,0,0.0898,1,1,1,1
KXBTC15M-26APR131500-00,no,52,71,18,48,73,1,180,720,1,1,0.1337,1,1,1,1
KXBTC15M-26APR131445-45,no,24,33,9,73,24,0,0,600,0,1,0.1072,0,0,0,0
KXBTC15M-26APR131430-30,no,46,56,6,54,99,16,660,300,98,0,0.0466,1,1,1,1
KXBTC15M-26APR131415-15,no,50,63,13,47,62,3,240,720,3,1,0.1025,1,1,1,1
KXBTC15M-26APR131400-00,no,42,61,19,56,100,41,660,0,100,0,0.0787,1,1,1,1
KXBTC15M-26APR131345-45,no,27,39,12,71,50,2,540,720,2,1,0.0915,1,1,1,1
KXBTC15M-26APR131330-30,no,59,65,6,41,67,0,480,720,0,1,0.0953,1,1,1,1
KXBTC15M-26APR131315-15,yes,42,54,1,42,99,42,660,0,99,1,0.0267,1,1,1,1
KXBTC15M-26APR131300-00,yes,49,56,4,49,70,0,120,660,1,0,0.0454,1,1,1,1
KXBTC15M-26APR131245-45,no,34,58,24,63,53,0,300,600,0,1,0.0478,0,1,1,1
KXBTC15M-26APR131230-30,yes,43,56,4,43,100,43,660,0,100,1,0.0406,1,1,1,1
KXBTC15M-26APR131215-15,no,44,60,14,56,83,1,240,720,1,1,0.0609,1,1,1,1
KXBTC15M-26APR131200-00,no,39,59,20,58,89,30,480,60,61,1,0.0722,1,1,1,1
KXBTC15M-26APR131100-00,no,32,47,15,66,57,0,180,540,0,1,0.0220,1,1,1,1
KXBTC15M-26APR131045-45,yes,59,71,25,59,100,59,120,0,100,1,0.1180,1,1,1,1
KXBTC15M-26APR131030-30,no,31,64,33,62,77,15,120,720,15,1,0.1361,1,1,1,1
KXBTC15M-26APR131015-15,no,48,56,1,52,84,36,480,660,84,1,0.0587,1,1,1,1
KXBTC15M-26APR131000-00,no,44,53,9,54,58,0,60,540,0,1,0.0205,1,1,1,1
KXBTC15M-26APR130945-45,yes,39,56,17,40,39,0,0,720,0,0,0.0317,0,0,0,0
KXBTC15M-26APR130915-15,yes,57,70,11,57,100,44,720,420,100,1,0.1007,1,1,1,1
KXBTC15M-26APR130900-00,no,21,33,12,74,28,0,60,420,0,1,0.0581,0,1,0,1
KXBTC15M-26APR130845-45,yes,38,85,47,44,54,0,120,660,0,0,0.1080,0,0,1,1
KXBTC15M-26APR130830-30,no,52,73,8,48,100,52,420,0,100,0,0.0498,1,1,1,1
KXBTC15M-26APR130815-15,no,75,80,0,25,82,0,180,720,0,1,0.0847,1,1,0,1
KXBTC15M-26APR130800-00,no,40,60,7,60,69,20,420,480,43,0,0.0281,1,1,1,1
KXBTC15M-26APR130745-45,no,43,54,11,57,86,0,300,720,0,1,0.0120,1,1,1,1
KXBTC15M-26APR130715-15,yes,63,75,0,63,100,63,600,0,100,1,0.0900,1,1,1,1
KXBTC15M-26APR130700-00,yes,48,80,29,48,75,1,300,720,1,0,0.0901,0,1,1,1
KXBTC15M-26APR130645-45,no,47,60,10,53,89,6,240,480,88,0,0.0208,1,1,1,1
KXBTC15M-26APR130630-30,no,87,99,2,13,100,87,60,0,99,0,0.0834,1,1,1,1
KXBTC15M-26APR130615-15,yes,43,53,10,47,99,38,720,60,99,1,0.0115,1,1,1,1
KXBTC15M-26APR130600-00,yes,41,58,3,41,86,41,60,0,78,1,0.0232,1,1,1,1
KXBTC15M-26APR130545-45,no,38,63,25,57,100,30,720,480,100,0,0.0796,1,1,1,1
KXBTC15M-26APR130530-30,yes,42,47,5,42,100,36,660,180,100,1,0.0162,1,1,1,1
KXBTC15M-26APR130515-15,no,9,37,28,84,28,1,540,720,1,1,0.0733,0,1,1,1
KXBTC15M-26APR130445-45,yes,42,55,6,42,49,0,0,600,0,0,0.0147,0,1,0,1
KXBTC15M-26APR130430-30,yes,43,62,11,43,96,20,600,180,77,1,0.0395,1,1,1,1
KXBTC15M-26APR130415-15,yes,32,56,10,32,65,0,0,480,0,0,0.0134,1,1,1,1
KXBTC15M-26APR130400-00,no,43,56,13,57,43,0,0,720,0,1,0.0168,0,0,0,0
KXBTC15M-26APR130345-45,no,40,46,5,60,61,0,120,720,0,1,0.0110,1,1,1,1
KXBTC15M-26APR130330-30,no,54,62,1,46,100,54,540,0,100,0,0.0293,1,1,1,1
KXBTC15M-26APR130315-15,no,63,69,6,37,100,62,660,0,100,0,0.0471,1,1,1,1
KXBTC15M-26APR130300-00,yes,79,90,5,79,99,54,720,420,99,1,0.1221,1,1,1,1
KXBTC15M-26APR130230-30,yes,37,43,2,37,99,37,720,0,99,1,0.0255,1,1,1,1
KXBTC15M-26APR130215-15,yes,73,84,11,73,100,73,480,0,100,1,0.1314,1,1,1,1
KXBTC15M-26APR130200-00,yes,79,93,4,79,100,79,120,0,100,1,0.1356,1,1,1,1
KXBTC15M-26APR130145-45,no,72,85,1,28,100,72,720,0,100,0,0.1397,1,1,1,1
KXBTC15M-26APR130130-30,no,28,38,10,67,76,0,300,720,0,1,0.0348,1,1,1,1
KXBTC15M-26APR130115-15,no,49,63,14,46,100,48,600,0,100,0,0.0416,1,1,1,1
KXBTC15M-26APR130100-00,no,80,92,6,20,100,80,540,0,100,0,0.1278,1,1,1,1
KXBTC15M-26APR130045-45,yes,66,80,1,66,100,66,600,0,100,1,0.0822,1,1,1,1
KXBTC15M-26APR130030-30,yes,57,86,1,57,100,57,180,0,100,1,0.0626,1,1,1,1
KXBTC15M-26APR130015-15,no,50,59,1,50,99,50,660,0,99,0,0.0283,1,1,1,1
KXBTC15M-26APR130000-00,no,65,72,6,35,65,6,0,660,6,1,0.0865,0,0,0,0
KXBTC15M-26APR122345-45,no,58,74,5,42,100,58,540,0,100,0,0.0894,1,1,1,1
KXBTC15M-26APR122330-30,yes,54,66,4,54,97,13,720,540,97,1,0.0662,1,1,1,1
KXBTC15M-26APR122315-15,no,64,71,3,36,87,25,720,180,87,0,0.0974,1,1,1,1
KXBTC15M-26APR122300-00,no,48,58,8,52,82,34,360,600,53,0,0.0352,1,1,1,1
KXBTC15M-26APR122245-45,no,37,71,18,63,100,37,600,0,100,0,0.0724,1,1,1,1
KXBTC15M-26APR122230-30,no,48,63,15,48,48,0,0,540,0,1,0.0412,0,0,0,0
KXBTC15M-26APR122215-15,no,42,70,12,58,100,42,540,0,100,0,0.0554,1,1,1,1
KXBTC15M-26APR122200-00,no,50,72,21,50,71,0,480,720,0,1,0.0762,1,1,1,1
KXBTC15M-26APR122145-45,yes,20,25,3,20,68,7,240,600,32,0,0.1176,1,1,1,1
KXBTC15M-26APR122130-30,no,61,72,7,39,92,12,600,720,12,1,0.1163,1,1,1,1
KXBTC15M-26APR122115-15,no,40,63,21,60,75,9,420,660,39,0,0.0721,1,1,1,1
KXBTC15M-26APR122100-00,yes,49,68,2,49,100,49,600,0,100,1,0.0920,1,1,1,1
KXBTC15M-26APR122045-45,yes,42,62,16,42,95,42,660,0,95,1,0.0540,1,1,1,1
KXBTC15M-26APR122030-30,yes,41,57,2,41,100,41,240,0,100,1,0.0179,1,1,1,1
KXBTC15M-26APR122015-15,no,76,86,1,24,85,0,60,660,0,1,0.1315,1,1,1,1
KXBTC15M-26APR122000-00,no,37,45,8,62,69,1,180,600,1,1,0.0231,1,1,1,1
KXBTC15M-26APR121945-45,no,81,94,4,19,100,81,60,0,100,0,0.1011,1,1,1,1
KXBTC15M-26APR121930-30,yes,38,48,10,43,100,29,720,480,100,1,0.0104,1,1,1,1
KXBTC15M-26APR121915-15,yes,14,27,13,16,15,0,60,420,0,0,0.1496,0,0,0,1
KXBTC15M-26APR121900-00,yes,56,63,1,56,100,43,720,180,100,1,0.1234,1,1,1,1
KXBTC15M-26APR121845-45,yes,42,47,3,42,100,42,660,0,100,1,0.0294,1,1,1,1
KXBTC15M-26APR121800-00,no,49,81,19,51,98,49,600,0,98,0,0.1225,1,1,1,1
KXBTC15M-26APR121745-45,no,53,58,2,47,81,4,180,720,4,0,0.0414,1,1,1,1
KXBTC15M-26APR121730-30,no,15,32,17,77,15,0,0,600,0,1,0.0929,0,0,0,0
KXBTC15M-26APR121715-15,yes,65,74,6,65,84,0,60,480,0,0,0.1033,1,1,1,1
KXBTC15M-26APR121700-00,yes,10,41,31,20,19,1,60,240,1,0,0.0243,0,0,1,1
KXBTC15M-26APR121645-45,no,45,55,9,55,45,0,0,540,0,1,0.0108,0,0,0,0
KXBTC15M-26APR121630-30,no,74,96,19,26,82,0,120,720,0,1,0.1187,0,0,1,1
KXBTC15M-26APR121615-15,no,39,60,21,56,100,38,660,0,100,0,0.0160,1,1,1,1
KXBTC15M-26APR121600-00,no,71,97,25,29,100,55,720,480,100,0,0.1143,1,1,1,1
KXBTC15M-26APR121545-45,no,57,76,19,43,100,46,720,180,100,0,0.0327,1,1,1,1
KXBTC15M-26APR121530-30,no,73,79,4,27,99,70,720,360,99,0,0.0638,1,1,1,1
KXBTC15M-26APR121515-15,no,39,76,37,56,39,0,0,720,0,1,0.0615,0,0,0,0
KXBTC15M-26APR121500-00,no,46,57,11,54,48,1,180,660,2,1,0.0273,0,0,0,1
KXBTC15M-26APR121430-30,no,40,71,3,60,100,40,540,0,100,0,0.0722,1,1,1,1
KXBTC15M-26APR121415-15,no,49,66,12,51,60,0,120,720,0,1,0.0595,0,1,1,1
KXBTC15M-26APR121345-45,no,47,76,27,53,82,23,720,480,82,0,0.0623,1,1,1,1
KXBTC15M-26APR121330-30,no,50,59,9,46,50,0,0,720,0,1,0.0273,0,0,0,0
KXBTC15M-26APR121315-15,no,40,54,14,60,50,6,600,720,6,1,0.0115,0,1,1,1
KXBTC15M-26APR121300-00,no,42,74,13,58,61,1,120,600,1,1,0.0703,0,1,1,1
KXBTC15M-26APR121245-45,no,49,59,9,51,100,45,660,180,100,0,0.0386,1,1,1,1
KXBTC15M-26APR121230-30,no,56,74,3,44,91,26,180,600,26,1,0.1032,1,1,1,1
KXBTC15M-26APR121215-15,yes,41,47,0,41,98,19,720,480,98,1,0.0142,1,1,1,1
KXBTC15M-26APR121200-00,yes,45,57,26,45,95,45,240,0,95,1,0.0188,1,1,1,1
KXBTC15M-26APR121145-45,yes,32,75,13,32,100,32,360,0,100,1,0.0896,1,1,1,1
KXBTC15M-26APR121130-30,no,56,72,13,44,100,56,600,0,100,0,0.0901,1,1,1,1
KXBTC15M-26APR121115-15,no,46,60,14,53,60,0,60,480,0,1,0.0345,1,1,1,1
KXBTC15M-26APR121100-00,no,41,73,32,53,99,40,720,0,99,0,0.1061,1,1,1,1
KXBTC15M-26APR121045-45,no,67,80,6,33,100,62,600,120,100,0,0.0915,1,1,1,1
KXBTC15M-26APR121030-30,yes,73,86,13,73,100,73,60,0,100,1,0.0481,1,1,1,1
KXBTC15M-26APR121015-15,no,39,56,17,55,39,0,0,660,0,1,0.0249,0,0,0,0
KXBTC15M-26APR121000-00,yes,43,58,14,43,48,0,180,720,0,0,0.0539,0,0,0,1
KXBTC15M-26APR120945-45,yes,30,37,7,31,58,0,240,660,0,0,0.0937,1,1,1,1
KXBTC15M-26APR120930-30,no,32,46,14,63,41,0,60,720,0,1,0.0275,0,1,1,1
KXBTC15M-26APR120915-15,yes,14,36,3,14,39,0,0,240,0,0,0.0535,1,1,1,1
KXBTC15M-26APR120900-00,no,58,96,36,42,100,58,360,0,100,0,0.1458,1,1,1,1
KXBTC15M-26APR120845-45,no,45,68,23,55,84,0,120,660,0,1,0.0413,1,1,1,1
KXBTC15M-26APR120830-30,no,46,70,18,54,58,1,120,720,1,1,0.0507,0,1,1,1
KXBTC15M-26APR120815-15,no,83,91,4,17,100,83,420,0,100,0,0.1328,1,1,1,1
KXBTC15M-26APR120800-00,no,57,68,9,43,58,2,0,720,2,1,0.0697,0,0,0,1
KXBTC15M-26APR120745-45,no,54,67,7,46,100,54,720,0,100,0,0.0650,1,1,1,1
KXBTC15M-26APR120730-30,no,58,77,12,42,98,35,660,240,98,0,0.1043,1,1,1,1
KXBTC15M-26APR120715-15,no,43,66,21,57,54,1,600,720,1,1,0.0580,0,1,1,1
KXBTC15M-26APR120700-00,yes,40,96,56,43,42,0,60,600,0,0,0.1321,0,0,0,1
KXBTC15M-26APR120630-30,no,37,56,19,58,87,16,480,300,40,0,0.0155,1,1,1,1
KXBTC15M-26APR120615-15,no,51,73,22,41,68,0,60,540,0,1,0.0657,0,1,1,1
KXBTC15M-26APR120600-00,no,44,96,52,56,100,43,720,0,100,0,0.1390,1,1,1,1
KXBTC15M-26APR120545-45,no,61,74,8,39,100,22,300,60,100,0,0.0335,1,1,1,1
KXBTC15M-26APR120530-30,no,42,71,28,58,43,0,240,720,0,1,0.0760,0,0,0,1
KXBTC15M-26APR120515-15,no,58,64,1,42,100,58,720,0,100,0,0.0595,1,1,1,1
KXBTC15M-26APR120500-00,yes,16,31,15,21,16,0,0,600,0,0,0.0756,0,0,0,0
KXBTC15M-26APR120445-45,no,41,55,14,50,66,0,300,720,0,1,0.0205,1,1,1,1
KXBTC15M-26APR120430-30,yes,55,70,19,55,100,55,300,0,100,1,0.0414,1,1,1,1
KXBTC15M-26APR120415-15,no,68,94,8,32,100,68,540,0,100,0,0.1195,1,1,1,1
KXBTC15M-26APR120400-00,no,49,86,37,51,88,48,660,0,73,0,0.0878,1,1,1,1
KXBTC15M-26APR120345-45,no,45,86,40,55,45,0,0,660,0,1,0.0746,0,0,0,0
KXBTC15M-26APR120330-30,no,67,77,8,33,99,50,720,360,99,0,0.0591,1,1,1,1
KXBTC15M-26APR120315-15,no,63,86,21,37,88,1,420,720,1,1,0.0711,1,1,1,1
KXBTC15M-26APR120300-00,no,50,71,21,50,99,27,720,240,99,0,0.0430,1,1,1,1
KXBTC15M-26APR120245-45,no,66,77,8,34,99,62,720,60,99,0,0.0702,1,1,1,1
KXBTC15M-26APR120230-30,yes,23,42,19,31,23,1,0,720,1,0,0.0218,0,0,0,0
KXBTC15M-26APR120215-15,no,45,56,11,52,61,1,360,720,1,1,0.0161,1,1,1,1
KXBTC15M-26APR120200-00,no,51,61,9,49,51,0,0,720,0,1,0.0311,0,0,0,0
KXBTC15M-26APR120145-45,no,41,57,16,58,75,25,720,60,75,0,0.0183,1,1,1,1
KXBTC15M-26APR120130-30,yes,55,64,8,55,100,40,660,60,100,1,0.0315,1,1,1,1
KXBTC15M-26APR120115-15,yes,34,47,13,38,100,34,720,0,100,1,0.0104,1,1,1,1
KXBTC15M-26APR120100-00,no,54,61,3,46,100,22,720,360,100,0,0.0523,1,1,1,1
KXBTC15M-26APR120030-30,yes,47,62,15,53,73,30,600,120,61,1,0.0749,1,1,1,1
KXBTC15M-26APR120015-15,no,48,56,5,52,99,21,600,180,99,0,0.0297,1,1,1,1
KXBTC15M-26APR120000-00,no,48,54,4,52,99,31,720,360,99,0,0.0208,1,1,1,1
KXBTC15M-26APR112345-45,no,48,84,2,52,99,48,300,0,99,0,0.1319,1,1,1,1
KXBTC15M-26APR112330-30,yes,47,58,11,49,82,9,720,360,82,1,0.0275,1,1,1,1
KXBTC15M-26APR112315-15,no,40,77,14,60,100,40,300,0,100,0,0.0974,1,1,1,1
KXBTC15M-26APR112300-00,no,56,76,7,44,100,56,420,0,100,0,0.1278,1,1,1,1
KXBTC15M-26APR112245-45,yes,56,75,21,56,100,56,60,0,100,1,0.1230,1,1,1,1
KXBTC15M-26APR112230-30,no,27,48,4,73,79,7,300,480,7,1,0.0255,1,1,1,1
KXBTC15M-26APR112215-15,no,49,62,20,51,82,0,120,480,0,1,0.1356,1,1,1,1
KXBTC15M-26APR112145-45,yes,42,54,12,43,47,0,60,240,0,0,0.0126,0,0,0,1
KXBTC15M-26APR112130-30,no,51,68,12,49,100,50,720,300,100,0,0.0626,1,1,1,1
KXBTC15M-26APR112115-15,no,24,40,16,68,81,2,300,660,22,0,0.0487,1,1,1,1
KXBTC15M-26APR112100-00,no,46,53,7,54,58,2,180,720,2,1,0.0124,1,1,1,1
KXBTC15M-26APR112045-45,no,52,78,1,48,100,52,240,0,100,0,0.0853,1,1,1,1
KXBTC15M-26APR112030-30,yes,36,41,5,36,100,30,720,120,100,1,0.0444,1,1,1,1
KXBTC15M-26APR112015-15,no,62,76,12,38,99,47,720,540,99,0,0.1389,1,1,1,1
KXBTC15M-26APR112000-00,no,46,54,8,52,100,36,720,60,100,0,0.0201,1,1,1,1
KXBTC15M-26APR111945-45,yes,32,47,1,32,58,0,60,360,0,0,0.0104,1,1,1,1
KXBTC15M-26APR111930-30,yes,57,72,11,57,100,57,480,0,100,1,0.1090,1,1,1,1
KXBTC15M-26APR111915-15,no,72,83,4,28,100,72,480,0,100,0,0.1480,1,1,1,1
KXBTC15M-26APR111900-00,no,45,58,7,55,93,2,480,720,2,1,0.0303,1,1,1,1
KXBTC15M-26APR111830-30,yes,53,69,2,53,67,1,0,600,2,0,0.0580,0,1,1,1
KXBTC15M-26APR111815-15,no,70,81,10,30,70,0,0,720,0,1,0.1060,0,0,0,0
KXBTC15M-26APR111800-00,no,33,54,21,63,61,7,180,420,28,0,0.0124,1,1,1,1
KXBTC15M-26APR111745-45,no,60,75,14,40,60,0,0,660,0,1,0.0975,0,0,0,0
KXBTC15M-26APR111730-30,no,47,64,17,47,100,46,600,0,100,0,0.0548,1,1,1,1
KXBTC15M-26APR111715-15,no,63,69,1,37,67,0,0,660,0,1,0.0735,0,1,0,1
KXBTC15M-26APR111700-00,no,52,60,6,48,97,2,660,420,96,0,0.0320,1,1,1,1
KXBTC15M-26APR111645-45,no,80,92,3,20,100,80,360,0,100,0,0.1281,1,1,1,1
KXBTC15M-26APR111630-30,yes,37,42,3,37,45,0,0,660,0,0,0.0337,1,1,1,1
KXBTC15M-26APR111615-15,no,68,75,4,32,100,68,600,0,100,0,0.1339,1,1,1,1
KXBTC15M-26APR111600-00,yes,30,38,8,33,42,4,60,720,4,0,0.0678,1,1,1,1
KXBTC15M-26APR111545-45,no,34,56,22,64,37,0,60,360,0,1,0.0267,0,0,0,1
KXBTC15M-26APR111530-30,no,32,64,32,62,82,0,360,600,0,1,0.0986,1,1,1,1
KXBTC15M-26APR111515-15,no,35,59,23,65,59,0,60,720,0,1,0.0644,1,1,1,1
KXBTC15M-26APR111500-00,yes,39,68,12,39,99,39,600,0,99,1,0.1077,1,1,1,1
KXBTC15M-26APR111445-45,no,26,61,18,74,42,0,0,480,0,1,0.0276,0,1,1,1
KXBTC15M-26APR111430-30,no,34,61,26,66,34,0,0,600,0,1,0.0308,0,0,0,0
KXBTC15M-26APR111415-15,no,47,60,13,52,75,1,180,720,1,1,0.0270,1,1,1,1
KXBTC15M-26APR111400-00,no,55,65,8,45,100,55,660,0,100,0,0.0498,1,1,1,1
KXBTC15M-26APR111345-45,no,20,37,17,71,27,0,60,720,0,1,0.0609,0,0,0,1
KXBTC15M-26APR111330-30,no,5,84,79,30,12,1,60,240,1,1,0.0990,0,0,0,1
KXBTC15M-26APR111315-15,no,62,78,2,38,99,62,480,0,99,0,0.1028,1,1,1,1
KXBTC15M-26APR111300-00,no,52,57,2,48,63,13,660,240,53,0,0.0265,1,1,1,1
KXBTC15M-26APR111245-45,no,31,44,13,61,59,0,180,540,0,1,0.0111,1,1,1,1
KXBTC15M-26APR111230-30,no,31,40,5,69,59,8,480,660,43,1,0.0212,1,1,1,1
KXBTC15M-26APR111215-15,no,60,74,5,40,74,6,300,720,6,1,0.0644,1,1,1,1
KXBTC15M-26APR111200-00,no,49,69,20,48,61,0,180,720,0,1,0.0435,0,1,1,1
KXBTC15M-26APR111145-45,no,54,69,15,45,99,41,720,480,99,0,0.0471,1,1,1,1
